OBJECTID,price,m2,rooms_number,market,building_type,floor_no,building_floor,windows_type,heating,build_year,construction,rent,building_ownership,latitude,longitude,building_material,metro_distance,bust_tram_distance,rail_distance,centre_travel_time,park_distance,uniqueID,district_numerical,is_duplicate,labels,geometry
476,549000.0,30.0,2,1,1,1,11,1,5,1977,0,0.0,1,52.22673,20.91314,4,1329.11,252.44,2281.49,21,392.0,479,1,False,1,POINT (20.91314 52.22673)
11670,1225000.0,79.7,3,1,0,2,5,2,5,2007,2,0.0,0,52.215349,21.152072,1,8172.03,150.57,597.25,20,770.0,11711,13,False,2,POINT (21.152072 52.215349)
7895,690000.0,37.9,2,1,1,4,15,1,5,1965,0,440.0,0,52.21084128,21.01126671,9,262.52,285.49,2165.83,9,125.0,7918,4,False,0,POINT (21.01126671 52.21084128)
11252,659000.0,48.3,3,1,1,2,4,1,5,0,2,721.0,0,52.19549,20.87291,9,5523.05,34.66,519.64,25,127.0,11292,11,False,1,POINT (20.87291 52.19549)
6468,729000.0,47.0,2,1,1,8,10,1,5,1982,2,880.0,1,52.2565771584,21.0446803203,4,583.28,219.1,380.98,14,662.0,6489,7,False,0,POINT (21.0446803203 52.2565771584)
8672,579579.0,29.0,1,1,1,3,8,1,5,0,0,580.0,1,52.2712993,20.9635896,4,512.54,301.48,1789.62,17,183.0,8697,18,False,0,POINT (20.9635896 52.2712993)
4003,770000.0,49.9,2,1,1,0,4,1,5,1955,0,723.0,0,52.24630885,21.0831366583,1,2701.72,100.77,1669.65,14,302.0,4015,6,False,0,POINT (21.0831366583 52.24630885)
10674,1050000.0,72.0,4,1,1,4,4,1,5,1979,2,1100.0,1,52.2109941,20.9669707,4,2297.26,125.95,948.58,14,87.0,10710,5,False,0,POINT (20.9669707 52.2109941)
5436,1010000.0,53.0,3,1,0,8,8,1,5,2003,3,800.0,0,52.1702700639,21.0053837476,1,1420.5,110.55,1326.63,20,48.0,5456,4,False,0,POINT (21.0053837476 52.1702700639)
5218,735000.0,43.43,2,1,1,1,10,1,5,1975,3,736.0,0,52.18037845,21.0096804818,9,869.59,242.83,1548.41,16,1209.0,5237,4,False,0,POINT (21.0096804818 52.18037845)
11031,799000.0,52.0,3,1,1,1,3,1,5,1960,2,950.0,0,52.26387,21.02445,1,1200.3,96.2,431.22,15,289.0,11069,7,False,0,POINT (21.02445 52.26387)
3075,830000.0,54.61,3,1,1,3,4,1,5,0,0,0.0,3,52.2462949,21.1011728,9,3932.35,252.77,551.07,18,675.0,3084,6,False,1,POINT (21.1011728 52.2462949)
1295,570000.0,30.0,1,1,0,3,9,2,5,2003,0,550.0,0,52.2354456872,21.0665932452,1,1977.63,249.92,1856.11,11,613.0,1300,6,False,0,POINT (21.0665932452 52.2354456872)
7941,1300000.0,66.0,3,1,0,2,3,1,5,2012,0,800.0,0,52.2949889696,21.0539878809,1,374.29,167.58,2596.61,23,230.0,7964,10,False,0,POINT (21.0539878809 52.2949889696)
2110,677000.0,40.0,2,1,1,2,4,2,5,2000,0,650.0,1,52.18623,21.06342,1,2715.61,44.49,5264.48,15,349.0,2116,4,False,0,POINT (21.06342 52.18623)
11056,849000.0,43.0,2,1,1,0,2,1,5,1950,3,0.0,0,52.25239,21.00417,1,816.49,168.0,1097.75,9,283.0,11095,9,False,0,POINT (21.00417 52.25239)
13668,1900000.0,90.86,3,1,0,6,7,1,5,2018,0,0.0,0,52.183283,21.04451,9,1383.76,99.91,3944.04,19,798.0,13718,4,False,0,POINT (21.04451 52.183283)
13069,1350000.0,70.53,2,1,6,3,4,1,5,1939,2,1020.0,0,52.262396,20.99218,9,323.28,10.01,351.56,9,495.0,13119,18,False,0,POINT (20.99218 52.262396)
434,699000.0,49.57,2,1,6,4,4,1,5,1945,2,540.0,0,52.24931,21.07596,1,2220.54,100.93,1476.09,14,121.0,437,6,False,0,POINT (21.07596 52.24931)
4513,695000.0,56.49,3,0,1,2,2,1,0,2024,3,0.0,0,52.318183276,21.0579553258,9,2943.5,71.27,4042.07,22,577.0,4527,2,False,1,POINT (21.0579553258 52.318183276)
5759,1999900.0,61.0,3,1,1,6,6,1,5,2020,3,0.0,3,52.25894,20.97154,9,1390.42,86.19,317.99,14,821.0,5779,18,False,0,POINT (20.97154 52.25894)
8594,763755.0,35.9,2,0,0,5,9,1,5,2025,1,0.0,0,52.18208,21.0007,9,1333.68,106.89,956.46,15,1389.0,8619,4,False,0,POINT (21.0007 52.18208)
1660,1913057.0,107.79,5,1,6,4,4,1,5,1935,2,0.0,0,52.22101948,21.00067942,1,1010.63,253.2,847.77,5,364.0,1665,5,False,0,POINT (21.00067942 52.22101948)
9418,1093000.0,91.16,3,1,1,2,3,1,5,1990,2,1200.0,1,52.13918,21.04642,4,682.11,239.17,3969.27,25,199.0,9444,12,False,1,POINT (21.04642 52.13918)
13855,4000000.0,170.25,7,0,0,11,24,0,3,2022,3,1900.0,0,52.227371,20.95628,9,845.57,46.64,294.95,14,419.0,13906,17,False,0,POINT (20.95628 52.227371)
2393,798000.0,50.0,3,1,1,0,4,1,5,2009,0,750.0,0,52.1954898564,20.8589962634,9,6047.11,188.07,858.56,28,1019.0,2401,11,False,1,POINT (20.8589962634 52.1954898564)
10257,1570000.0,56.0,2,1,6,4,5,1,5,1952,0,900.0,0,52.2355381,20.9806899,1,596.48,68.02,1193.21,8,1116.0,10290,17,False,0,POINT (20.9806899 52.2355381)
3066,835200.0,58.0,3,1,1,0,4,1,5,1962,0,650.0,0,52.2113848,20.9581807,1,2324.42,149.98,753.84,14,245.0,3075,5,False,0,POINT (20.9581807 52.2113848)
8449,1600000.0,80.9,3,1,6,1,3,1,5,1927,2,800.0,1,52.21623,20.98234,1,1490.89,40.98,987.92,8,121.0,8474,5,False,0,POINT (20.98234 52.21623)
7924,1090000.0,84.1,4,1,1,4,4,1,5,1978,2,1100.0,1,52.16141,21.03198,9,294.36,145.2,3092.96,20,204.0,7947,12,False,0,POINT (21.03198 52.16141)
10747,760000.0,44.98,2,0,0,5,6,1,5,2026,1,0.0,3,52.1971024856,20.9330713302,9,4470.11,224.61,326.57,18,1606.0,10783,16,False,0,POINT (20.9330713302 52.1971024856)
13128,2085000.0,88.14,3,1,1,1,7,1,5,2012,0,1200.0,0,52.2530741009,20.9883810558,1,635.88,128.35,686.43,11,178.0,13178,9,False,0,POINT (20.9883810558 52.2530741009)
10387,1599000.0,77.0,3,1,0,1,7,1,5,2008,0,1000.0,0,52.22983,21.10465,9,4557.28,41.76,2222.48,19,936.0,10423,6,False,1,POINT (21.10465 52.22983)
6404,1700000.0,97.5,4,1,1,2,4,1,5,2000,2,0.0,1,52.2019208847,20.9565147683,1,3376.02,20.33,852.27,17,64.0,6425,5,False,0,POINT (20.9565147683 52.2019208847)
11416,1255000.0,86.0,3,1,1,2,5,1,5,1997,3,1350.0,3,52.2504631,21.1151414,1,4781.5,542.47,565.39,22,804.0,11456,6,False,1,POINT (21.1151414 52.2504631)
5826,965000.0,71.14,3,1,1,3,3,1,5,2009,0,990.0,0,52.33997,20.93665,0,5387.92,207.85,3126.35,29,1914.0,5846,2,False,1,POINT (20.93665 52.33997)
13099,1600000.0,74.7,3,1,6,7,7,1,5,1957,0,800.0,3,52.2306569,21.0114844,1,47.64,30.14,1162.71,7,687.0,13149,9,False,0,POINT (21.0114844 52.2306569)
6137,1000000.0,45.51,2,1,1,2,10,1,5,2016,3,0.0,3,52.27479,20.96251,1,206.79,68.05,2181.13,18,366.0,6158,3,False,0,POINT (20.96251 52.27479)
11329,619000.0,36.0,2,1,1,4,4,1,5,1950,0,600.0,0,52.23639,21.09165,9,3467.37,242.57,1817.07,12,239.0,11369,6,False,0,POINT (21.09165 52.23639)
1374,1095000.0,63.1,3,1,6,2,3,1,5,1951,0,654.0,0,52.2386893,20.9692166,1,532.45,192.92,728.98,13,794.0,1379,17,False,0,POINT (20.9692166 52.2386893)
1601,1550000.0,67.01,2,1,6,4,4,2,5,1938,0,1086.0,0,52.2247497352,21.0158291534,1,565.19,139.16,1284.47,2,443.0,1606,9,False,0,POINT (21.0158291534 52.2247497352)
8354,880000.0,50.0,3,1,1,0,6,1,5,0,0,900.0,0,52.2397437,20.9266783729,0,178.72,245.56,2164.8,18,931.0,8378,17,False,1,POINT (20.9266783729 52.2397437)
11225,639000.0,37.6,2,1,1,3,3,1,5,1974,0,600.0,0,52.23169,21.08141,9,3050.3,209.28,2660.56,14,174.0,11265,6,False,0,POINT (21.08141 52.23169)
11273,3800000.0,86.18,4,1,0,7,12,1,5,2020,0,1600.0,0,52.233835,20.9857019,9,421.61,138.04,959.6,8,860.0,11313,17,False,0,POINT (20.9857019 52.233835)
4794,499000.0,32.8,1,1,1,2,3,1,5,2004,0,0.0,0,52.31893,21.06099,9,3072.25,193.24,4254.29,23,640.0,4810,2,False,1,POINT (21.06099 52.31893)
2637,1870000.0,77.23,3,1,6,1,5,2,5,1932,1,1200.0,0,52.2352962,21.029443,1,484.68,92.93,207.3,7,31.0,2645,9,False,0,POINT (21.029443 52.2352962)
9852,1510666.92,70.92,3,0,0,0,9,1,5,0,3,0.0,3,52.1907401506,21.0063408315,3,661.02,164.39,1762.29,13,1077.0,9884,4,False,0,POINT (21.0063408315 52.1907401506)
4442,699900.0,47.0,2,1,1,2,8,1,5,1984,1,680.0,1,52.1579800754,21.0504764828,4,941.02,72.64,4406.48,21,284.0,4454,12,False,0,POINT (21.0504764828 52.1579800754)
12446,3055555.0,172.6,4,1,1,1,4,2,5,1996,3,1560.0,0,52.17028,21.06542,1,2588.23,81.98,5361.73,20,734.0,12491,4,False,0,POINT (21.06542 52.17028)
5158,749000.0,29.6,1,1,6,1,4,1,5,1938,0,0.0,0,52.238836,21.02896153,1,130.79,34.61,581.05,10,145.0,5177,9,False,0,POINT (21.02896153 52.238836)
9854,2227000.0,66.85,3,1,0,1,7,1,5,2024,1,600.0,0,52.2394435,20.9870135,9,974.9,41.93,1535.22,8,658.0,9886,17,False,0,POINT (20.9870135 52.2394435)
10260,899000.0,38.0,2,1,0,1,3,1,5,2024,0,550.0,0,52.15555,21.08369,0,2431.11,301.91,6689.34,24,769.0,10293,15,False,1,POINT (21.08369 52.15555)
11925,514000.0,35.0,2,0,1,1,4,1,5,0,3,0.0,3,52.3118493402,21.0753769567,9,2737.85,547.36,3785.6,23,1035.0,11966,2,False,1,POINT (21.0753769567 52.3118493402)
7424,769000.0,57.91,3,0,1,1,3,1,5,2025,1,0.0,0,52.25495,21.15592,9,7109.73,56.98,275.86,20,685.0,7447,8,False,1,POINT (21.15592 52.25495)
6416,855000.0,36.0,2,1,1,2,4,1,5,2022,0,600.0,0,52.2507383988,21.0364886673,9,298.22,14.47,619.59,12,456.0,6437,7,False,0,POINT (21.0364886673 52.2507383988)
4824,1687500.0,135.0,6,0,0,1,2,1,5,0,3,0.0,3,52.1957991123,21.1354004865,9,7749.6,72.43,2461.41,20,922.0,4840,13,False,1,POINT (21.1354004865 52.1957991123)
10330,725000.0,50.0,2,1,1,5,10,1,5,1985,0,690.0,1,52.24141,20.91603,9,202.15,205.79,2902.45,20,430.0,10366,1,False,1,POINT (20.91603 52.24141)
13036,966888.0,52.0,2,1,1,1,4,1,5,1955,3,890.0,3,52.24896,21.07746,9,2319.06,157.05,1583.86,14,173.0,13086,6,False,0,POINT (21.07746 52.24896)
6469,999880.0,54.4,2,1,1,1,4,1,5,2008,0,1100.0,0,52.15676,21.08009,9,2337.18,130.35,6424.19,23,801.0,6490,15,False,1,POINT (21.08009 52.15676)
13976,1049000.0,67.15,4,1,0,1,1,1,5,2021,0,336.0,0,52.2601,21.05248,9,559.25,39.31,463.44,15,486.0,14027,7,False,0,POINT (21.05248 52.2601)
3369,800000.0,28.0,1,1,1,2,8,1,5,2023,0,550.0,0,52.1838460784,21.0141872183,1,560.48,62.93,1899.2,15,752.0,3378,4,False,0,POINT (21.0141872183 52.1838460784)
5327,649000.0,33.0,2,1,6,1,4,1,5,1939,3,600.0,3,52.222801,20.989605,1,886.58,140.26,356.44,7,418.0,5347,5,False,0,POINT (20.989605 52.222801)
1619,1580000.0,54.74,2,1,6,1,2,1,3,1921,3,440.0,3,52.236738,21.002922,1,271.98,40.74,1453.3,4,138.0,1624,9,False,0,POINT (21.002922 52.236738)
1692,3899000.0,183.12,5,1,0,1,4,1,5,2010,1,2079.0,0,52.1662538,21.0742946,6,2662.8,215.44,5946.7,22,534.0,1697,15,False,1,POINT (21.0742946 52.1662538)
12095,895000.0,42.7,1,1,6,1,3,2,5,1930,0,900.0,0,52.2297556782,21.0359863128,1,1161.03,180.68,689.92,7,103.0,12137,9,False,0,POINT (21.0359863128 52.2297556782)
6816,799000.0,55.8,3,1,1,2,4,1,3,1968,3,700.0,0,52.197933,21.0359,9,1539.77,210.04,3817.9,14,250.0,6838,4,False,0,POINT (21.0359 52.197933)
6977,624000.0,53.0,3,0,1,1,2,1,5,2024,1,350.0,0,52.3245107666,21.0695531233,1,3824.01,119.88,4951.65,24,1409.0,6999,2,False,1,POINT (21.0695531233 52.3245107666)
10906,710000.0,43.15,2,1,1,1,9,1,5,1963,0,715.0,3,52.2203716,20.97619616,7,1099.34,173.53,721.46,9,727.0,10942,5,False,0,POINT (20.97619616 52.2203716)
456,800000.0,53.22,3,1,1,2,8,2,5,1976,2,950.0,0,52.27477645,21.053830828,4,37.28,85.52,1173.23,18,169.0,459,10,False,0,POINT (21.053830828 52.27477645)
2507,967000.0,47.0,3,1,1,4,10,1,5,1963,0,614.0,0,52.2407255905,20.9781977898,4,1156.05,100.01,1354.74,11,1277.0,2515,17,False,0,POINT (20.9781977898 52.2407255905)
1248,599000.0,38.0,2,1,1,0,10,1,5,1973,0,670.0,1,52.1974864,20.9734158,4,2607.39,410.13,514.73,15,281.0,1253,5,False,0,POINT (20.9734158 52.1974864)
106,599000.0,46.21,2,1,1,11,11,1,5,1972,2,820.0,1,52.18947,20.99045,9,1753.13,84.83,806.79,16,980.0,106,4,False,0,POINT (20.99045 52.18947)
2398,3160620.0,117.06,4,1,1,4,4,1,5,0,0,0.0,0,52.16217,21.07656,9,2475.89,344.25,6115.72,23,541.0,2406,15,False,1,POINT (21.07656 52.16217)
9514,669000.0,36.12,1,1,1,4,7,1,5,1957,0,0.0,0,52.24983,20.99804,9,545.35,49.78,1100.59,10,79.0,9540,9,False,0,POINT (20.99804 52.24983)
5402,579000.0,36.0,2,1,1,9,10,1,5,1964,2,700.0,0,52.19227,21.00877,6,522.62,146.58,1935.01,13,865.0,5422,4,False,0,POINT (21.00877 52.19227)
13365,720000.0,52.16,2,1,6,0,2,1,2,1936,0,500.0,0,52.2848599684,21.0268330542,1,946.76,278.92,900.91,18,614.0,13415,10,False,0,POINT (21.0268330542 52.2848599684)
3627,749000.0,63.3,3,1,1,10,10,1,5,1982,0,0.0,1,52.25043,20.92376,9,1176.75,201.39,2442.79,21,708.0,3636,1,False,1,POINT (20.92376 52.25043)
8172,1550000.0,69.0,3,1,1,2,4,2,5,0,0,1200.0,0,52.1643472035,21.0727808846,9,2438.61,207.05,5845.65,23,328.0,8196,15,False,1,POINT (21.0727808846 52.1643472035)
11958,999000.0,45.88,2,1,0,11,12,1,5,2009,0,580.0,0,52.15574,21.03457,1,65.39,27.13,3421.33,23,286.0,12000,12,False,0,POINT (21.03457 52.15574)
10713,810000.0,46.0,2,1,1,2,10,1,5,1976,0,800.0,0,52.171318,21.0317654292,6,356.83,255.17,3097.32,22,713.0,10749,4,False,0,POINT (21.0317654292 52.171318)
13206,1150000.0,84.0,3,1,1,6,19,1,5,1982,0,1320.0,1,52.24087,21.09035,9,3258.59,436.31,1503.6,15,401.0,13256,6,False,0,POINT (21.09035 52.24087)
2075,780000.0,49.0,3,1,1,0,4,1,5,1965,0,700.0,0,52.19384,20.96587,9,3190.55,133.51,328.98,16,229.0,2081,16,False,0,POINT (20.96587 52.19384)
1490,930000.0,63.3,3,1,1,11,4,1,5,0,0,1200.0,1,52.1522353616,21.0248200216,3,746.58,155.55,2978.86,21,444.0,1495,12,False,0,POINT (21.0248200216 52.1522353616)
4473,1149000.0,63.0,3,1,1,0,6,1,5,2015,0,915.0,0,52.2598579,20.920123,6,2248.04,188.22,3045.99,24,629.0,4485,1,False,1,POINT (20.920123 52.2598579)
2896,795000.0,50.39,2,1,1,1,2,1,5,0,0,0.0,0,52.3382399,20.9919038,9,5448.31,62.42,621.47,24,709.0,2905,2,False,1,POINT (20.9919038 52.3382399)
1401,758999.0,50.6,3,1,1,2,11,1,5,1975,0,676.0,1,52.27191,20.93465,4,1485.49,0.22,3110.97,21,300.0,1406,3,False,1,POINT (20.93465 52.27191)
7910,794000.0,47.0,2,1,1,3,3,1,2,2014,0,608.0,0,52.24496,21.1126,9,4718.18,108.99,659.37,20,173.0,7933,6,False,1,POINT (21.1126 52.24496)
11086,939200.0,57.92,3,0,1,2,7,1,5,2025,1,0.0,3,52.19718,20.96443,9,3183.77,17.24,106.13,15,34.0,11125,5,False,0,POINT (20.96443 52.19718)
11440,930000.0,54.0,2,1,1,3,5,1,5,2002,0,700.0,0,52.14815,21.03458,9,730.33,78.2,3708.63,22,573.0,11480,12,False,1,POINT (21.03458 52.14815)
7810,600000.0,35.0,1,1,1,2,2,1,5,2017,0,547.0,0,52.3223626,21.049237,1,3347.64,37.39,3550.39,22,1207.0,7833,2,False,1,POINT (21.049237 52.3223626)
1759,649000.0,37.1,2,1,1,0,10,1,5,1968,0,540.0,1,52.2909339015,20.9377067002,4,471.75,125.62,4534.05,20,697.0,1764,3,False,1,POINT (20.9377067002 52.2909339015)
10984,799000.0,52.66,3,1,1,2,3,1,0,2020,0,700.0,0,52.34432,21.03944,9,5662.64,409.49,3810.54,27,1014.0,11022,2,False,1,POINT (21.03944 52.34432)
13978,1542880.0,96.43,5,1,0,1,4,1,5,2022,1,0.0,0,52.3377,20.9656,6,5691.76,13.5,1443.46,24,636.0,14029,2,False,1,POINT (20.9656 52.3377)
2931,1599000.0,73.61,3,1,0,5,7,1,5,2018,0,1108.0,0,52.17676,20.99149,9,2175.81,33.3,492.6,18,903.0,2940,4,False,0,POINT (20.99149 52.17676)
7363,900000.0,46.0,2,1,1,3,6,1,5,2021,0,780.0,0,52.27727,21.01663,9,1945.82,311.47,403.0,19,1224.0,7386,7,False,0,POINT (21.01663 52.27727)
11449,1350000.0,72.0,3,1,1,5,5,1,2,2000,0,900.0,1,52.1366212,21.0615047,9,459.8,6.68,4898.0,26,769.0,11489,12,False,1,POINT (21.0615047 52.1366212)
10884,1675800.0,176.4,7,1,1,1,4,1,2,1999,0,0.0,0,52.21165,21.18943,1,10684.48,485.99,1640.78,26,941.0,10920,13,False,2,POINT (21.18943 52.21165)
5963,439000.0,26.7,1,1,1,1,4,1,5,2018,0,0.0,0,52.2098682962,20.946816708,9,2770.94,111.53,497.17,17,626.0,5983,5,False,0,POINT (20.946816708 52.2098682962)
7992,654000.0,38.5,2,1,1,5,6,1,5,2000,0,680.0,1,52.22692,21.09294,9,3999.21,26.77,2714.48,14,279.0,8015,6,False,1,POINT (21.09294 52.22692)
6602,1098000.0,52.31,2,1,1,3,6,1,5,2013,0,670.0,0,52.2247264517,20.9478401535,1,1489.81,329.32,888.41,14,410.0,6623,17,False,0,POINT (20.9478401535 52.2247264517)
5318,515000.0,37.9,2,1,1,3,10,1,5,1978,3,0.0,3,52.29905,21.03913,9,838.43,190.26,1868.1,22,121.0,5338,10,False,0,POINT (21.03913 52.29905)
10306,710000.0,39.0,2,1,6,2,3,1,5,1962,0,0.0,3,52.2493,20.9835,1,1171.79,54.86,1064.41,11,709.0,10342,17,False,0,POINT (20.9835 52.2493)
3576,2590000.0,106.2,3,1,6,4,4,2,5,1896,2,2000.0,0,52.2219236351,21.0203781799,1,399.09,213.27,1400.21,5,72.0,3585,9,False,0,POINT (21.0203781799 52.2219236351)
4489,615000.0,47.49,2,0,1,1,3,1,3,2021,1,400.0,0,52.249927932,21.2352041976,1,12359.31,116.6,821.28,28,845.0,4503,14,False,2,POINT (21.2352041976 52.249927932)
3350,555990.0,27.26,1,1,0,4,6,2,5,2024,0,0.0,0,52.2019039041,20.9417474788,1,3715.67,260.08,385.05,19,964.0,3359,16,False,0,POINT (20.9417474788 52.2019039041)
9757,2955000.0,107.0,3,1,6,3,5,1,5,1903,0,1353.0,0,52.234,21.01229,1,239.39,191.31,1059.28,7,354.0,9789,9,False,0,POINT (21.01229 52.234)
7213,1670000.0,57.0,2,1,0,4,9,1,5,2007,0,1000.0,0,52.2367623,20.9847137711,3,717.07,247.11,1287.62,9,817.0,7235,17,False,0,POINT (20.9847137711 52.2367623)
3792,990000.0,63.6,3,1,1,7,10,1,5,1976,0,911.0,1,52.1806718849,21.0502136152,9,1753.12,183.99,4319.83,22,762.0,3801,4,False,0,POINT (21.0502136152 52.1806718849)
1139,920000.0,64.0,3,1,1,1,11,1,5,1978,0,1000.0,3,52.22318555,20.89842239,4,1983.85,108.29,2023.64,23,1452.0,1144,1,False,1,POINT (20.89842239 52.22318555)
9613,590000.0,33.96,2,1,1,1,6,1,5,2008,0,700.0,0,52.18777,20.89443,1,5803.56,181.81,1140.6,22,717.0,9643,11,False,1,POINT (20.89443 52.18777)
12856,1750000.0,83.58,4,1,6,0,5,2,5,1936,2,980.0,0,52.22059,21.00355,1,809.85,59.19,1033.16,7,420.0,12904,5,False,0,POINT (21.00355 52.22059)
9741,840000.0,62.9,3,1,1,8,10,1,5,1984,0,950.0,3,52.25239,20.92594,9,1341.7,123.85,2349.9,22,510.0,9773,1,False,1,POINT (20.92594 52.25239)
11253,689000.0,46.3,2,1,1,8,10,1,5,1976,2,0.0,1,52.1858,21.05016,9,1824.87,118.17,4359.72,18,324.0,11293,4,False,0,POINT (21.05016 52.1858)
8388,1150000.0,37.55,2,1,6,2,5,1,5,1911,0,680.0,1,52.2285259,21.0152891,9,375.28,149.47,1027.27,3,612.0,8412,9,False,0,POINT (21.0152891 52.2285259)
4093,830000.0,40.0,2,1,0,8,9,1,5,2019,0,0.0,0,52.2259379,20.9557654817,9,970.77,158.41,457.01,13,525.0,4105,17,False,0,POINT (20.9557654817 52.2259379)
1505,559000.0,37.3,2,1,1,0,4,0,5,1968,2,650.0,0,52.2884538,20.937404,1,209.49,121.55,4312.27,22,853.0,1510,3,False,1,POINT (20.937404 52.2884538)
4432,2750000.0,185.0,5,1,0,2,2,2,5,2009,0,2318.29,0,52.1706158388,21.1156368256,1,5184.46,585.43,5160.88,26,710.0,4444,15,False,1,POINT (21.1156368256 52.1706158388)
9759,1780000.0,63.0,2,1,1,1,4,1,5,2020,0,560.0,0,52.16157,21.07129,9,2153.2,73.75,5761.35,24,220.0,9791,15,False,1,POINT (21.07129 52.16157)
4248,1295000.0,81.27,4,1,0,4,5,1,5,2024,0,750.0,0,52.3424653142,20.9418846772,1,5708.97,310.34,2674.65,27,2012.62,4260,2,False,1,POINT (20.9418846772 52.3424653142)
12976,5990000.0,254.5,5,1,0,4,4,1,5,2010,0,0.0,3,52.16332,21.07653,1,2552.85,407.82,6106.29,23,538.0,13026,15,False,1,POINT (21.07653 52.16332)
8517,1340000.0,70.58,3,1,0,5,8,2,5,2018,0,925.0,0,52.2446309213,20.9079481207,9,664.42,268.55,3484.19,24,494.0,8542,1,False,1,POINT (20.9079481207 52.2446309213)
7741,1139000.0,59.65,2,1,1,3,5,1,5,1996,0,900.0,0,52.19022,21.05441,9,2277.07,290.62,4737.82,16,74.0,7764,4,False,0,POINT (21.05441 52.19022)
8853,1455510.0,71.7,4,1,1,5,6,1,5,2022,0,1390.0,0,52.2212519,20.9070836,1,1981.57,329.59,1754.95,19,983.0,8878,1,False,1,POINT (20.9070836 52.2212519)
8393,575000.0,27.0,1,1,1,2,7,1,5,1960,0,550.0,0,52.2211739,20.9797338,4,951.44,113.13,557.72,7,650.0,8417,5,False,0,POINT (20.9797338 52.2211739)
7279,999999.0,46.0,2,1,1,6,6,1,5,2023,3,0.0,3,52.23091,21.10817,9,4734.69,154.94,1987.18,19,1013.0,7301,6,False,1,POINT (21.10817 52.23091)
2431,1415000.0,58.78,3,1,0,4,8,2,5,2020,0,850.0,0,52.2849540214,20.9241521336,7,751.44,82.57,4589.99,22,1324.0,2439,3,False,1,POINT (20.9241521336 52.2849540214)
4004,1799000.0,156.82,5,1,1,3,4,1,5,2000,3,1297.0,3,52.24383815,20.9104827222,1,508.75,189.73,3312.49,22,354.0,4016,1,False,1,POINT (20.9104827222 52.24383815)
9536,515000.0,44.0,2,1,1,3,3,1,5,2002,3,560.0,3,52.3448225,20.941277,9,5961.99,191.81,2549.84,28,1769.0,9562,2,False,1,POINT (20.941277 52.3448225)
8078,1099000.0,63.46,3,1,1,4,8,1,5,1990,0,950.0,0,52.23778355,20.97326041,7,686.7,36.71,1013.47,13,880.0,8101,17,False,0,POINT (20.97326041 52.23778355)
1762,699000.0,38.0,2,1,1,2,10,1,5,1971,0,520.0,1,52.1828027266,21.0564830624,9,2189.16,71.96,4756.64,17,420.0,1767,4,False,0,POINT (21.0564830624 52.1828027266)
907,999000.0,53.83,3,1,1,0,5,1,5,2007,0,1100.0,0,52.28025,21.05224,8,572.48,250.07,1773.92,20,696.0,911,10,False,0,POINT (21.05224 52.28025)
11015,1915000.0,89.53,3,1,6,0,4,1,5,1937,0,1200.0,0,52.2197253,20.9779299,1,1133.45,206.05,760.23,8,591.0,11053,5,False,0,POINT (20.9779299 52.2197253)
10750,715000.0,43.6,2,1,1,1,7,1,5,1967,3,0.0,0,52.1746245544,21.0057759934,4,1374.1,227.97,1425.57,19,530.0,10786,4,False,0,POINT (21.0057759934 52.1746245544)
10617,850000.0,57.9,4,1,1,4,4,1,5,1983,0,1000.0,1,52.19274,20.87124,4,5845.73,132.33,197.63,26,199.0,10653,11,False,1,POINT (20.87124 52.19274)
13550,870000.0,49.83,2,1,0,3,3,1,5,2020,0,800.0,3,52.2489776,21.0458669,6,241.52,88.56,475.51,12,305.0,13600,6,False,0,POINT (21.0458669 52.2489776)
2376,810000.0,60.7,3,1,1,0,7,1,5,0,2,0.0,0,52.2284994,21.0816096,9,3261.56,270.67,2929.85,16,192.0,2384,6,False,0,POINT (21.0816096 52.2284994)
13680,900000.0,31.98,2,1,6,1,5,1,5,1957,0,0.0,3,52.229182,21.0135679,6,237.46,87.85,1091.69,1,708.0,13730,9,False,0,POINT (21.0135679 52.229182)
9023,719000.0,39.43,2,1,1,0,5,1,5,2017,0,515.0,0,52.28156765,21.04779867,9,862.14,81.51,1790.5,18,824.0,9048,10,False,0,POINT (21.04779867 52.28156765)
11035,3612400.0,164.2,4,1,0,6,6,1,5,2008,3,0.0,3,52.16043,21.07225,9,2123.99,69.96,5838.66,25,354.0,11073,15,False,1,POINT (21.07225 52.16043)
13204,1945000.0,74.9,3,1,6,3,4,1,5,1938,2,0.0,0,52.2256,21.01978,1,714.34,156.26,1050.36,3,347.0,13254,9,False,0,POINT (21.01978 52.2256)
3083,1165000.0,58.9,2,1,0,1,8,1,5,2004,0,1109.0,0,52.1833762,21.0235046,6,104.48,150.85,2517.67,14,573.0,3092,4,False,0,POINT (21.0235046 52.1833762)
12210,1754624.0,58.88,2,0,0,0,3,2,5,2025,3,0.0,0,52.1866205,21.0230731,1,446.2,103.07,2563.95,14,221.0,12252,4,False,0,POINT (21.0230731 52.1866205)
11793,2286000.0,127.9,4,0,0,0,4,2,5,2023,1,0.0,0,52.12764,21.05871,9,613.12,408.87,4614.49,28,1147.0,11834,12,False,1,POINT (21.05871 52.12764)
10522,1299000.0,72.52,3,1,1,5,5,2,5,2000,0,1100.0,0,52.1421995,21.0648892,1,542.63,38.4,5275.45,27,280.0,10558,12,False,1,POINT (21.0648892 52.1421995)
